,index,Publishing Year,Book Name,Author,language_code,Author_Rating,Book_average_rating,Book_ratings_count,genre,gross sales,publisher revenue,sale price,sales rank,Publisher ,units sold
785,785,2008.0,The Story of Edgar Sawtelle,David Wroblewski,eng,Intermediate,3.6,70382.0,nonfiction,343.85,0.0,2.99,910.0,"Amazon Digital Services,  Inc.",2943.0
786,786,2000.0,Drowning Ruth,Christina Schwarz,eng,Intermediate,3.73,67768.0,,573.85,0.0,4.99,911.0,"Amazon Digital Services,  Inc.",2916.0
787,787,1971.0,Post Office,Charles Bukowski,en-US,Excellent,4.01,59295.0,nonfiction,343.85,206.31,2.99,,HarperCollins Publishers,2916.0
788,788,1992.0,All the Pretty Horses,Cormac McCarthy,eng,Intermediate,3.97,68451.0,genre fiction,458.85,0.0,3.99,914.0,"Amazon Digital Services,  Inc.",2916.0
789,789,1914.0,"Sherlock Holmes: The Complete Novels and Stories, Vol 2","Arthur Conan Doyle, Kyle Freeman",,Famous,4.46,66857.0,nonfiction,1263.85,758.31,10.99,914.0,Random House LLC,2916.0
790,790,1997.0,"One Piece, Volume 01","EiichirÅ Oda, Andy Nakatani",eng,Famous,4.42,67047.0,genre fiction,458.85,0.0,3.99,915.0,"Amazon Digital Services,  Inc.",2916.0
791,791,1968.0,The Last Unicorn,Peter S. Beagle,eng,Excellent,4.18,76277.0,genre fiction,343.85,0.0,2.99,916.0,"Amazon Digital Services,  Inc.",2916.0
792,792,2005.0,Magyk,Angie Sage,eng,Intermediate,3.8,86805.0,genre fiction,343.85,206.31,2.99,917.0,"Amazon Digital Services,  Inc.",2916.0
793,793,2000.0,Fever 1793,,en-US,Intermediate,3.89,81945.0,genre fiction,458.85,0.0,3.99,918.0,"Amazon Digital Services,  Inc.",2916.0
794,794,2008.0,The Likeness,Tana French,eng,Excellent,4.05,72480.0,genre fiction,803.85,482.31,6.99,920.0,Penguin Group (USA) LLC,2916.0
795,795,2015.0,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,,Excellent,4.07,61439.0,genre fiction,930.35,558.21,8.09,921.0,Penguin Group (USA) LLC,2916.0
796,796,1894.0,The Jungle Book,Rudyard Kipling,eng,Intermediate,3.94,67107.0,fiction,113.85,68.31,0.99,922.0,,2916.0
797,797,2013.0,I Am Pilgrim,Terry Hayes,,Excellent,4.23,49740.0,genre fiction,573.85,344.31,4.99,924.0,"Amazon Digital Services,  Inc.",2916.0
798,798,1956.0,Howl and Other Poems ,"Allen Ginsberg, William Carlos Williams",eng,Excellent,4.14,71968.0,nonfiction,1269.6,761.76,11.04,926.0,HarperCollins Publishers,2916.0
799,799,1997.0,,Richard Carlson,eng,Intermediate,3.95,63324.0,genre fiction,884.35,530.61,7.69,927.0,Random House LLC,2916.0
800,800,2011.0,Go the Fuck to Sleep,"Adam Mansbach, Ricardo CortÃ©s",eng,Excellent,4.26,71816.0,genre fiction,113.85,68.31,0.99,930.0,"Amazon Digital Services,  Inc.",2916.0
801,801,1992.0,Mostly Harmless,Douglas Adams,en-US,Intermediate,3.96,72426.0,nonfiction,573.85,344.31,4.99,931.0,Simon and Schuster Digital Sales Inc,2916.0
802,802,2003.0,Benjamin Franklin: An American Life,Walter Isaacson,eng,Intermediate,3.96,70335.0,genre fiction,573.85,344.31,4.99,933.0,Macmillan,2916.0
803,803,2011.0,The Tiger's Wife,TÃ©a Obreht,eng,Novice,3.37,66104.0,,113.85,0.0,0.99,936.0,"Amazon Digital Services,  Inc.",2916.0
804,804,2005.0,Poison Study,Maria V. Snyder,eng,Excellent,4.16,96417.0,genre fiction,343.85,0.0,2.99,937.0,"Amazon Digital Services,  Inc.",2916.0
805,805,2007.0,Lover Unbound,J.R. Ward,eng,Excellent,4.33,97514.0,,910.86,546.516,7.99,938.0,"Amazon Digital Services,  Inc.",2916.0
806,806,2004.0,Going Postal,Terry Pratchett,eng,Excellent,4.36,75186.0,fiction,1366.86,820.116,11.99,939.0,,2916.0
807,807,1830.0,The Book of Mormon,"Anonymous, Joseph Smith Jr.",eng,Excellent,4.37,63530.0,genre fiction,1366.86,820.116,11.99,941.0,Random House LLC,2916.0
808,808,1980.0,The Mist,Stephen King,en-US,Intermediate,3.92,82062.0,nonfiction,340.86,204.516,2.99,943.0,"Amazon Digital Services,  Inc.",2916.0
809,809,,Dead Beat,Jim Butcher,eng,Famous,4.43,78123.0,genre fiction,568.86,0.0,4.99,944.0,"Amazon Digital Services,  Inc.",2916.0
810,810,2015.0,Golden Son,Pierce Brown,eng,Famous,4.46,57614.0,genre fiction,112.86,0.0,0.99,946.0,"Amazon Digital Services,  Inc.",2916.0
811,811,2002.0,Night Watch,Terry Pratchett,,Famous,4.47,71271.0,nonfiction,910.86,546.516,7.99,947.0,"Amazon Digital Services,  Inc.",2916.0
812,812,1986.0,The Light Fantastic,Terry Pratchett,en-US,Intermediate,3.94,75196.0,nonfiction,112.86,67.716,0.99,949.0,"Amazon Digital Services,  Inc.",2916.0
813,813,,,Malcolm Gladwell,eng,Intermediate,3.82,65277.0,genre fiction,876.66,525.996,7.69,950.0,Random House LLC,2916.0
814,814,2015.0,Pretty Girls,Karin Slaughter,eng,Intermediate,3.95,60737.0,genre fiction,226.86,0.0,1.99,952.0,"Amazon Digital Services,  Inc.",2916.0
815,815,2008.0,Last Argument of Kings,Joe Abercrombie,eng,Excellent,4.26,65068.0,genre fiction,568.86,341.316,4.99,952.0,Macmillan,2916.0
816,816,,Revival,Stephen King,en-US,Intermediate,3.75,53662.0,genre fiction,568.86,0.0,4.99,953.0,"Amazon Digital Services,  Inc.",2916.0
817,817,1954.0,Horton Hears a Who!,Dr. Seuss,eng,Excellent,4.16,80883.0,genre fiction,112.86,67.716,0.99,955.0,"Amazon Digital Services,  Inc.",2916.0
818,818,2006.0,The Blind Side: Evolution of a Game,Michael   Lewis,eng,Excellent,4.16,,children,226.86,136.116,1.99,956.0,HarperCollins Publishers,2889.0
819,819,2001.0,Lirael,Garth Nix,en-US,Excellent,4.29,78903.0,genre fiction,876.66,525.996,7.69,957.0,Penguin Group (USA) LLC,2889.0
820,820,2006.0,,James Patterson,en-US,Excellent,4.16,90157.0,fiction,340.86,204.516,2.99,958.0,"Amazon Digital Services,  Inc.",2889.0
821,821,2007.0,é»’åŸ·äº‹ I [Kuroshitsuji I],"Yana Toboso, Tomo Kimura",eng,Excellent,4.37,74378.0,nonfiction,1366.86,820.116,11.99,960.0,Penguin Group (USA) LLC,2889.0
822,822,2015.0,Winter,Marissa Meyer,eng,Famous,4.49,100464.0,nonfiction,397.86,0.0,3.49,961.0,"Amazon Digital Services,  Inc.",2889.0
823,823,1886.0,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror ,"Robert Louis Stevenson, Robert Mighall",eng,Intermediate,3.94,80299.0,genre fiction,568.86,341.316,4.99,963.0,Random House LLC,2889.0
824,824,2012.0,,Emily Seife,en-US,Famous,4.4,67264.0,genre fiction,340.86,0.0,2.99,963.0,"Amazon Digital Services,  Inc.",2889.0
825,825,2008.0,The Painted Man,Peter V. Brett,eng,Excellent,4.27,64416.0,,454.86,272.916,3.99,966.0,"Amazon Digital Services,  Inc.",2889.0
826,826,1678.0,,John Bunyan,,Intermediate,3.98,67777.0,genre fiction,856.14,513.684,7.51,967.0,Penguin Group (USA) LLC,2889.0
827,827,2005.0,One Shot,Lee Child,eng,Excellent,4.2,,genre fiction,340.86,204.516,2.99,968.0,Simon and Schuster Digital Sales Inc,2889.0
828,828,2012.0,The Serpent's Shadow,Rick Riordan,eng,Excellent,4.28,,genre fiction,345.42,0.0,3.03,968.0,"Amazon Digital Services,  Inc.",2889.0
829,829,2008.0,Duma Key,Stephen King,en-US,Intermediate,3.93,73807.0,genre fiction,844.74,506.844,7.41,969.0,,2889.0
830,830,2006.0,The Shifting Fog,Kate Morton,eng,Intermediate,3.93,69948.0,genre fiction,228.0,0.0,2.0,970.0,"Amazon Digital Services,  Inc.",2889.0
831,831,2000.0,,Robert Jordan,en-US,Intermediate,3.92,71355.0,,597.36,,5.24,970.0,"Amazon Digital Services,  Inc.",2889.0
832,832,2006.0,Proven Guilty,Jim Butcher,eng,Famous,4.41,75133.0,genre fiction,778.62,467.172,6.83,971.0,Simon and Schuster Digital Sales Inc,2889.0
833,833,1864.0,Ð—Ð°Ð¿Ð¸ÑÐºÐ¸ Ð¸Ð· Ð¿Ð¾Ð´Ð¿Ð¾Ð»ÑŒÑ,"Fyodor Dostoyevsky, Andrew R. MacAndrew, Ben Marcus",eng,Excellent,4.17,,genre fiction,910.86,546.516,7.99,971.0,Random House LLC,2889.0
834,834,1940.0,The Heart is a Lonely Hunter,Carson McCullers,eng,Intermediate,3.97,67643.0,genre fiction,454.86,0.0,3.99,972.0,"Amazon Digital Services,  Inc.",2889.0
835,835,,The Infinite Sea,Rick Yancey,eng,Intermediate,3.94,78314.0,genre fiction,454.86,0.0,3.99,973.0,,2889.0
836,836,1958.0,The Once and Future King,T.H. White,eng,Excellent,4.08,76911.0,nonfiction,746.7,448.02,6.55,973.0,,2889.0
837,837,1992.0,Small Gods,Terry Pratchett,en-GB,Excellent,4.27,72588.0,genre fiction,1220.4,732.24,10.8,977.0,HarperCollins Publishers,2889.0
838,838,1999.0,"Bud, Not Buddy",Christopher Paul Curtis,eng,Intermediate,3.89,73000.0,genre fiction,431.66,258.996,3.82,980.0,,2889.0
839,839,2006.0,,Alison Bechdel,eng,Excellent,4.12,48305.0,genre fiction,902.87,541.722,7.99,981.0,Hachette Book Group,2889.0
840,840,2007.0,Predictably Irrational: The Hidden Forces that Shape Our Decisions,Dan Ariely,en-US,Excellent,4.1,61496.0,genre fiction,563.87,0.0,4.99,982.0,"Amazon Digital Services,  Inc.",2889.0
841,841,,Ø§Ù„ÙÙŠÙ„ Ø§Ù„Ø£Ø²Ø±Ù‚,Ø£Ø­Ù…Ø¯ Ù…Ø±Ø§Ø¯,ara,Intermediate,3.8,53187.0,nonfiction,1128.87,677.322,9.99,984.0,"Amazon Digital Services,  Inc.",2889.0
842,842,1980.0,The Indian in the Cupboard,Lynne Reid Banks,eng,Intermediate,3.89,,genre fiction,450.87,0.0,3.99,985.0,"Amazon Digital Services,  Inc.",2889.0
843,843,2012.0,A Memory of Light,"Robert Jordan, Brandon Sanderson",,Famous,4.5,68410.0,genre fiction,450.87,0.0,3.99,986.0,"Amazon Digital Services,  Inc.",2889.0
844,844,2012.0,Me and Earl and the Dying Girl,Jesse Andrews,en-US,Intermediate,3.58,82270.0,nonfiction,1241.87,745.122,10.99,,Random House LLC,2889.0
845,845,2010.0,The Ugly Truth,Jeff Kinney,en-US,Excellent,4.16,68701.0,nonfiction,111.87,,0.99,990.0,"Amazon Digital Services,  Inc.",2889.0
846,846,2002.0,"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",Janet Evanovich,,Excellent,4.34,63691.0,genre fiction,169.5,101.7,1.5,992.0,HarperCollins Publishers,2889.0
847,847,1998.0,"The Surgeon of Crowthorne: a tale of murder, madness & the love of words",Simon Winchester,eng,Intermediate,3.84,71411.0,genre fiction,450.87,270.522,3.99,993.0,Simon and Schuster Digital Sales Inc,2862.0
848,848,2002.0,2nd Chance,"James Patterson, Andrew Gross",eng,Excellent,4.01,68834.0,genre fiction,1388.77,833.262,12.29,993.0,,2862.0
849,849,1986.0,The Complete Maus,Art Spiegelman,en-GB,Famous,4.53,76785.0,nonfiction,111.87,67.122,0.99,994.0,"Amazon Digital Services,  Inc.",2862.0
850,850,2001.0,The Eyre Affair,Jasper Fforde,en-US,Intermediate,3.92,85683.0,nonfiction,111.87,67.122,0.99,995.0,"Amazon Digital Services,  Inc.",2862.0
851,851,1989.0,Anne Rice's The Vampire Lestat: The Graphic Novel,"Faye Perozich, Anne Rice, John Bolton, Daerick GrÃ¶ss",en-GB,Excellent,4.17,61842.0,genre fiction,111.87,0.0,0.99,996.0,"Amazon Digital Services,  Inc.",2862.0
852,852,1978.0,,"Louis Sachar, Adam McCauley",eng,Excellent,4.14,74121.0,genre fiction,864.45,518.67,7.65,997.0,,2862.0
853,853,1998.0,The Art of Happiness: A Handbook for Living,"Dalai Lama XIV, Howard C. Cutler",eng,Excellent,4.14,61498.0,nonfiction,1327.75,796.65,11.75,1000.0,,2862.0
854,854,2014.0,The Bone Clocks,David Mitchell,eng,Intermediate,3.81,53151.0,genre fiction,781.96,469.176,6.92,1001.0,Random House LLC,2862.0
855,855,1998.0,Black and Blue,Anna Quindlen,,Intermediate,3.86,67753.0,genre fiction,450.87,270.522,3.99,1001.0,"Amazon Digital Services,  Inc.",2862.0
856,856,2010.0,,"L.J. Smith, Kevin Williamson, Julie Plec",en-US,Excellent,4.1,59715.0,genre fiction,337.87,0.0,2.99,1004.0,"Amazon Digital Services,  Inc.",2862.0
857,857,2004.0,The Last Juror,John Grisham,eng,Intermediate,3.85,63114.0,,970.67,582.402,8.59,1005.0,Penguin Group (USA) LLC,2862.0
858,858,2003.0,Diary,Chuck Palahniuk,eng,Intermediate,3.6,58428.0,genre fiction,1015.87,609.522,8.99,1006.0,Hachette Book Group,2862.0
859,859,2005.0,Eleven on Top,Janet Evanovich,en-US,Excellent,4.15,84363.0,genre fiction,,507.822,7.49,1006.0,Penguin Group (USA) LLC,2862.0
860,860,2005.0,Tintenblut,"Cornelia Funke, Anthea Bell",eng,Intermediate,3.91,,genre fiction,789.87,473.922,6.99,1007.0,"Amazon Digital Services,  Inc.",2862.0
861,861,2003.0,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,en-US,Intermediate,3.75,56548.0,genre fiction,111.87,67.122,0.99,1007.0,"Amazon Digital Services,  Inc.",2862.0
862,862,1945.0,Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder,Evelyn Waugh,eng,Intermediate,3.99,69087.0,nonfiction,224.87,134.922,1.99,1008.0,"Amazon Digital Services,  Inc.",2862.0
863,863,2007.0,,Jim Butcher,en-US,Famous,4.41,73534.0,fiction,111.87,67.122,0.99,1009.0,"Amazon Digital Services,  Inc.",2862.0
864,864,2014.0,The Miniaturist,Jessie Burton,eng,Intermediate,3.58,56344.0,,224.87,134.922,1.99,1010.0,HarperCollins Publishers,2862.0
865,865,1984.0,Dragons of Autumn Twilight,"Margaret Weis, Tracy Hickman",en-US,Excellent,4.03,76219.0,nonfiction,992.14,595.284,8.78,1011.0,Simon and Schuster Digital Sales Inc,2862.0
866,866,2006.0,The Lost Colony,Eoin Colfer,en-US,Excellent,4.01,103844.0,nonfiction,282.5,169.5,2.5,1012.0,"Amazon Digital Services,  Inc.",2862.0
867,867,2006.0,Extras,Scott Westerfeld,en-US,Intermediate,3.59,85873.0,genre fiction,110.88,66.528,0.99,1013.0,"Amazon Digital Services,  Inc.",2862.0
868,868,,The Burning Bridge,John Flanagan,en-US,Excellent,4.28,74156.0,nonfiction,838.88,503.328,7.49,1015.0,Macmillan,2862.0
869,869,2014.0,The Book of Life,Deborah Harkness,eng,Excellent,4.15,63027.0,genre fiction,334.88,0.0,2.99,1019.0,"Amazon Digital Services,  Inc.",2862.0
870,870,1992.0,The Artist's Way: A Spiritual Path to Higher Creativity,Julia Cameron,eng,Intermediate,3.89,66049.0,genre fiction,670.88,0.0,5.99,1020.0,"Amazon Digital Services,  Inc.",4480.0
871,871,1992.0,The Stinky Cheese Man and Other Fairly Stupid Tales,"Jon Scieszka, Lane Smith",eng,Excellent,4.2,78487.0,nonfiction,334.88,200.928,2.99,1020.0,"Amazon Digital Services,  Inc.",
872,872,2009.0,Horns,Joe Hill,en-US,Intermediate,3.92,66287.0,nonfiction,334.88,200.928,2.99,,Hachette Book Group,4480.0
873,873,2011.0,Catherine the Great: Portrait of a Woman,Robert K. Massie,en-CA,Intermediate,3.91,66591.0,genre fiction,110.88,0.0,,,"Amazon Digital Services,  Inc.",4480.0
874,874,,The Year of the Flood,Margaret Atwood,eng,Excellent,4.05,68597.0,genre fiction,894.88,536.928,7.99,,Simon and Schuster Digital Sales Inc,4480.0
875,875,,Winter Garden,Kristin Hannah,en-GB,Excellent,4.13,66577.0,genre fiction,334.88,0.0,2.99,,"Amazon Digital Services,  Inc.",4480.0
876,876,2003.0,The King of Torts,John Grisham,eng,Intermediate,3.67,61835.0,nonfiction,670.88,402.528,5.99,1027.0,HarperCollins Publishers,4480.0
877,877,2006.0,Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,"Marcus Luttrell, Patrick Robinson",eng,Excellent,4.34,46551.0,genre fiction,446.88,0.0,3.99,1030.0,"Amazon Digital Services,  Inc.",4440.0
878,878,2008.0,The 3 Mistakes of My Life,Chetan Bhagat,eng,Intermediate,2.97,53331.0,genre fiction,894.88,536.928,7.99,1032.0,Random House LLC,4440.0
879,879,1926.0,The Murder of Roger Ackroyd,Agatha Christie,eng,Excellent,4.2,71354.0,nonfiction,842.24,505.344,7.52,1032.0,"Amazon Digital Services,  Inc.",4440.0
880,880,1940.0,Native Son ,Richard Wright,eng,Intermediate,3.96,,genre fiction,334.88,0.0,2.99,1033.0,"Amazon Digital Services,  Inc.",4440.0
881,881,2008.0,Shadow's Edge,Brent Weeks,en-US,Excellent,4.27,66390.0,genre fiction,1326.08,795.648,11.84,,Random House LLC,4440.0
882,882,2011.0,Under the Never Sky,Veronica Rossi,en-GB,Excellent,4.01,74029.0,genre fiction,446.88,0.0,3.99,1034.0,,4440.0
883,883,2003.0,True Believer,Nicholas Sparks,,Intermediate,3.8,62840.0,genre fiction,558.88,0.0,4.99,1035.0,"Amazon Digital Services,  Inc.",4440.0
884,884,2011.0,The Lean Startupâ€Ž,Eric Ries,en-US,Excellent,4.04,86284.0,genre fiction,110.88,66.528,0.99,1036.0,"Amazon Digital Services,  Inc.",4440.0
885,885,2012.0,The Golden Lily,Richelle Mead,en-US,Excellent,4.36,86929.0,genre fiction,1230.88,738.528,10.99,1037.0,Penguin Group (USA) LLC,4440.0
886,886,2008.0,Chasing Harry Winston,Lauren Weisberger,eng,Novice,3.32,63342.0,genre fiction,558.88,335.328,4.99,1042.0,Random House LLC,4440.0
887,887,1983.0,Magician's Gambit,David Eddings,,Excellent,4.13,69616.0,genre fiction,334.88,0.0,2.99,1042.0,"Amazon Digital Services,  Inc.",4440.0
888,888,2009.0,,"Roberto Aguirre-Sacasa, Stephen King, Mike Perkins, Laura       Martin",eng,Famous,4.43,57279.0,genre fiction,838.88,503.328,7.49,1043.0,Penguin Group (USA) LLC,4440.0
889,889,1960.0,The Rise and Fall of the Third Reich: A History of Nazi Germany,,eng,Excellent,4.15,64391.0,genre fiction,334.88,200.928,2.99,1044.0,HarperCollins Publishers,4440.0
890,890,2005.0,A Long Way Down,Nick Hornby,eng,Novice,3.41,59843.0,nonfiction,446.88,268.128,3.99,,Hachette Book Group,4440.0
891,891,1993.0,Out from Boneville,"Jeff Smith, Steve Hamaker",eng,Excellent,4.16,62330.0,genre fiction,670.88,0.0,5.99,1048.0,"Amazon Digital Services,  Inc.",4400.0
892,892,1995.0,Rose Madder,Stephen King,eng,Intermediate,3.66,70921.0,genre fiction,222.88,133.728,1.99,,Simon and Schuster Digital Sales Inc,
893,893,1998.0,"Die Trying (Jack Reacher, #2)",Lee Child,en-US,Intermediate,4.0,62128.0,genre fiction,334.88,200.928,2.99,1050.0,Macmillan,
894,894,2011.0,Beautiful Chaos,"Kami Garcia, Margaret Stohl, Paz Pruneda",en-US,Intermediate,3.95,69709.0,genre fiction,222.88,133.728,1.99,1050.0,Hachette Book Group,4400.0
895,895,1999.0,Keeping Faith,Jodi Picoult,,Intermediate,3.79,62405.0,genre fiction,109.89,0.0,0.99,1052.0,"Amazon Digital Services,  Inc.",4400.0
896,896,2007.0,Heart-Shaped Box,Joe Hill,en-US,Intermediate,,,genre fiction,331.89,0.0,2.99,1052.0,"Amazon Digital Services,  Inc.",4400.0
897,897,2010.0,Cabin Fever,Jeff Kinney,eng,Excellent,4.21,63347.0,,1330.89,798.534,11.99,1053.0,Penguin Group (USA) LLC,4400.0
898,898,2008.0,,Brent Weeks,eng,Excellent,4.29,64961.0,fiction,442.89,0.0,3.99,1054.0,"Amazon Digital Services,  Inc.",4400.0
899,899,2005.0,Everyone Worth Knowing,Lauren Weisberger,en-US,Novice,3.39,59932.0,genre fiction,109.89,0.0,0.99,1055.0,"Amazon Digital Services,  Inc.",
900,900,1986.0,,Brian Jacques,eng,Excellent,4.11,73918.0,genre fiction,331.89,0.0,2.99,1056.0,"Amazon Digital Services,  Inc.",4400.0
901,901,1848.0,Manifest der Kommunistischen Partei,"Karl Marx, Friedrich Engels, Gareth Stedman Jones",eng,Intermediate,3.51,56464.0,genre fiction,331.89,0.0,2.99,1057.0,,4400.0
902,902,2016.0,The Woman in Cabin 10,Ruth Ware,eng,Intermediate,3.67,90541.0,nonfiction,109.89,65.934,0.99,,"Amazon Digital Services,  Inc.",4400.0
903,903,1826.0,The Last of the Mohicans: A Narrative of 1757,James Fenimore Cooper,eng,Intermediate,3.69,67632.0,genre fiction,109.89,,0.99,1058.0,,4400.0
904,904,1979.0,Sophie's Choice,William Styron,eng,Excellent,4.18,66923.0,nonfiction,220.89,132.534,1.99,1059.0,,4400.0
905,905,2004.0,Shopaholic and Sister,Sophie Kinsella,eng,Intermediate,3.64,69007.0,genre fiction,331.89,0.0,2.99,1059.0,"Amazon Digital Services,  Inc.",4400.0
906,906,2010.0,The Iron Daughter,Julie Kagawa,eng,Excellent,4.13,93340.0,genre fiction,,0.0,2.99,1060.0,"Amazon Digital Services,  Inc.",4400.0
907,907,2000.0,The Prayer of Jabez:  Breaking Through to the Blessed Life,Bruce H. Wilkinson,eng,Intermediate,3.92,57468.0,nonfiction,899.1,539.46,8.1,1061.0,"Amazon Digital Services,  Inc.",4400.0
908,908,2012.0,The Age of Miracles,Karen Thompson Walker,,Intermediate,3.64,61296.0,genre fiction,1314.24,788.544,11.84,1062.0,Random House LLC,4400.0
909,909,2009.0,Have a Little Faith: A True Story,Mitch Albom,en-US,Excellent,4.16,60002.0,nonfiction,220.89,132.534,1.99,,Hachette Book Group,4400.0
910,910,2006.0,My Life in France,"Julia Child, Alex Prud'Homme",eng,Excellent,4.16,63100.0,genre fiction,1330.89,798.534,11.99,1066.0,Penguin Group (USA) LLC,4400.0
911,911,2014.0,The Rosie Effect,Graeme Simsion,eng,Intermediate,3.56,27308.0,genre fiction,1225.44,735.264,11.04,1068.0,Macmillan,4360.0
912,912,2011.0,The Secret of the Nagas.,Amish Tripathi,eng,Intermediate,3.98,50158.0,genre fiction,109.89,65.934,0.99,1069.0,"Amazon Digital Services,  Inc.",4360.0
913,913,1982.0,Ham on Rye,Charles Bukowski,,Excellent,4.16,,genre fiction,196.47,0.0,1.77,1071.0,"Amazon Digital Services,  Inc.",4360.0
914,914,2001.0,Flipped,Wendelin Van Draanen,en-US,Intermediate,3.94,,nonfiction,109.89,0.0,0.99,1072.0,"Amazon Digital Services,  Inc.",4360.0
915,915,2003.0,Emotional Intelligence 2.0,"Travis Bradberry, Jean Greaves, Patrick Lencioni",,Intermediate,3.81,,genre fiction,109.89,0.0,0.99,1073.0,"Amazon Digital Services,  Inc.",4360.0
916,916,1941.0,Make Way for Ducklings,Robert McCloskey,,Excellent,4.21,70704.0,nonfiction,637.14,382.284,5.74,1074.0,HarperCollins Publishers,4360.0
917,917,1995.0,Relic,"Douglas Preston, Lincoln Child",eng,Excellent,4.01,68011.0,genre fiction,858.03,514.818,7.73,1075.0,Hachette Book Group,4360.0
918,918,1995.0,Notes from a Small Island,Bill Bryson,eng,Intermediate,3.91,66947.0,genre fiction,442.89,0.0,3.99,,"Amazon Digital Services,  Inc.",4360.0
919,919,2008.0,Small Favor,Jim Butcher,en-US,Famous,4.43,70029.0,nonfiction,1219.89,731.934,10.99,1077.0,,4360.0
920,920,2009.0,The Walking Dead Compendium Volume 1,Robert Kirkman,eng,Famous,4.43,57764.0,genre fiction,331.89,0.0,2.99,,"Amazon Digital Services,  Inc.",4360.0
921,921,2005.0,Princess Academy,Shannon Hale,eng,Excellent,4.01,82470.0,genre fiction,1414.14,848.484,12.74,1080.0,Simon and Schuster Digital Sales Inc,4360.0
922,922,,"Everything, Everything","Nicola Yoon, David Yoon",eng,Excellent,4.11,132552.0,,331.89,0.0,2.99,1081.0,"Amazon Digital Services,  Inc.",4360.0
923,923,1912.0,Pygmalion,George Bernard Shaw,en-US,Intermediate,3.9,70079.0,genre fiction,331.89,0.0,,1082.0,"Amazon Digital Services,  Inc.",4360.0
924,924,2012.0,Flight Behavior,Barbara Kingsolver,eng,Intermediate,3.75,57078.0,,109.89,65.934,0.99,1085.0,"Amazon Digital Services,  Inc.",4360.0
925,925,2008.0,Grip of the Shadow Plague,Brandon Mull,,Excellent,4.26,,genre fiction,548.9,0.0,4.99,1089.0,"Amazon Digital Services,  Inc.",4360.0
926,926,1999.0,Bridget Jones: The Edge of Reason,Helen Fielding,eng,Intermediate,3.53,73093.0,nonfiction,1098.9,659.34,9.99,1090.0,"Amazon Digital Services,  Inc.",4360.0
927,927,,Captain Corelli's Mandolin,Louis de BerniÃ¨res,eng,Intermediate,3.95,57583.0,genre fiction,108.9,65.34,0.99,1091.0,"Amazon Digital Services,  Inc.",4360.0
928,928,2004.0,At First Sight,Nicholas Sparks,en-US,Intermediate,3.81,62219.0,genre fiction,108.9,65.34,0.99,,"Amazon Digital Services,  Inc.",4320.0
929,929,2000.0,Down Under,Bill Bryson,eng,Excellent,4.05,58688.0,genre fiction,438.9,0.0,3.99,1093.0,"Amazon Digital Services,  Inc.",4320.0
930,930,1894.0,The Memoirs of Sherlock Holmes,Arthur Conan Doyle,eng,Excellent,4.32,56918.0,nonfiction,1230.9,738.54,11.19,,HarperCollins Publishers,4320.0
931,931,2012.0,The Orphan Master's Son,Adam Johnson,eng,Excellent,4.06,52765.0,genre fiction,108.9,65.34,0.99,1097.0,,4320.0
932,932,1984.0,,David Eddings,en-US,Excellent,4.17,69134.0,genre fiction,438.9,0.0,3.99,1098.0,"Amazon Digital Services,  Inc.",4320.0
933,933,,Persepolis,"Marjane Satrapi, Mattias Ripa, Blake Ferris, Anjali Singh",en-US,Excellent,4.36,71353.0,nonfiction,108.9,0.0,0.99,1099.0,"Amazon Digital Services,  Inc.",4320.0
934,934,1967.0,The Chosen,Chaim Potok,eng,Excellent,4.03,70701.0,fiction,218.9,131.34,1.99,,,4320.0
935,935,1958.0,The Agony and the Ecstasy: A Biographical Novel of Michelangelo,"Irving Stone, ×©×ž×•××œ ×©× ×™×¦×¨",eng,Excellent,4.09,,genre fiction,438.9,0.0,3.99,,"Amazon Digital Services,  Inc.",
936,936,2008.0,El juego del Ã¡ngel,"Carlos Ruiz ZafÃ³n, Lucia Graves",eng,Intermediate,3.86,46225.0,genre fiction,1351.9,811.14,12.29,1101.0,HarperCollins Publishers,4320.0
937,937,2004.0,Where Rainbows End,Cecelia Ahern,en-US,Intermediate,3.95,55236.0,nonfiction,1208.9,725.34,10.99,1101.0,Random House LLC,4320.0
938,938,1963.0,Amelia Bedelia,,eng,Excellent,4.15,72329.0,genre fiction,878.9,527.34,7.99,1102.0,,4320.0
939,939,2012.0,This Man,Jodi Ellen Malpas,eng,Excellent,4.13,79461.0,genre fiction,108.9,65.34,0.99,,,4320.0
940,940,2010.0,A Dog's Purpose ,W. Bruce Cameron,en-US,Excellent,4.35,65091.0,genre fiction,328.9,0.0,2.99,1105.0,"Amazon Digital Services,  Inc.",4320.0
941,941,2015.0,An Ember in the Ashes,Sabaa Tahir,eng,Excellent,,45492.0,genre fiction,603.9,362.34,5.49,1106.0,HarperCollins Publishers,4320.0
942,942,2008.0,"Lover Enshrined, part one",J.R. Ward,eng,Excellent,4.12,87432.0,genre fiction,988.9,593.34,8.99,1106.0,Random House LLC,4320.0
